Outcome,Recommendation,TargetType,RuleId,RuleName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.DesktopVirtualization/workspaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.devtestlab/schedules,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.devtestlab/schedules,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider cleaning up NICs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICAttached,Azure.VM.NICAttached
Pass,Consider updating NIC DNS server settings to inherit from virtual network.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.UniqueDns,Azure.VM.UniqueDns
Pass,Consider using names that meet Network Interface naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICName,Azure.VM.NICName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider cleaning up NICs that are not required to reduce management complexity. Also consider using Resource Groups to help manage the lifecycle of related resources together.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICAttached,Azure.VM.NICAttached
Pass,Consider updating NIC DNS server settings to inherit from virtual network.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.UniqueDns,Azure.VM.UniqueDns
Pass,Consider using names that meet Network Interface naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Network/networkInterfaces,PSRule.Rules.Azure\Azure.VM.NICName,Azure.VM.NICName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.alertsmanagement/smartdetectoralertrules,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.insights/actionGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.insights/actionGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,Consider using workspace-based Application Insights resources.,microsoft.insights/components,PSRule.Rules.Azure\Azure.AppInsights.Workspace,Azure.AppInsights.Workspace
Pass,Consider using names that meet Application Insights resource naming requirements. Additionally consider naming resources with a standard naming convention.,microsoft.insights/components,PSRule.Rules.Azure\Azure.AppInsights.Name,Azure.AppInsights.Name
Pass,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.insights/components,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.insights/scheduledqueryrules,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.insights/scheduledqueryrules,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.insights/scheduledqueryrules,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.insights/scheduledqueryrules,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.insights/scheduledqueryrules,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.insights/scheduledqueryrules,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.insights/scheduledqueryrules,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Logic/workflows,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.ManagedIdentity/userAssignedIdentities,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.ManagedIdentity/userAssignedIdentities,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.operationalinsights/workspaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,Consider using GRS for storage accounts that contain data.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.UseReplication,Azure.Storage.UseReplication
Pass,Storage accounts should only accept secure traffic. Consider only accepting encrypted connections by setting the Secure transfer required option. Also consider using Azure Policy to audit or enforce this configuration.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.SecureTransfer,Azure.Storage.SecureTransfer
Fail,Consider enabling soft delete on storage accounts to protect blobs from accidental deletion or modification.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.SoftDelete,Azure.Storage.SoftDelete
Pass,Consider disallowing anonymous access to storage account blobs unless specifically required. Also consider enforcing this setting using Azure Policy.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.BlobPublicAccess,Azure.Storage.BlobPublicAccess
Pass,"To provide secure access to data always use the Private access type (default). Use Shared Access Signatures (SAS) to provide secure access to individual blobs or containers as required.
Consider using SAS tokens stored securely in a key vault, rotated and only accessed by approved applications.",Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.BlobAccessType,Azure.Storage.BlobAccessType
Fail,Consider configuring the minimum supported TLS version to be 1.2. Also consider enforcing this setting using Azure Policy.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.MinTLS,Azure.Storage.MinTLS
Pass,Consider using names that meet Storage Account naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.Name,Azure.Storage.Name
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Web/connections,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,Use an App Service Plan with at least two (2) instances.,Microsoft.Web/serverfarms,PSRule.Rules.Azure\Azure.AppService.PlanInstanceCount,Azure.AppService.PlanInstanceCount
Pass,Use a Standard or high plans for production services.,Microsoft.Web/serverfarms,PSRule.Rules.Azure\Azure.AppService.MinPlan,Azure.AppService.MinPlan
Pass,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Web/serverfarms,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Web/serverfarms,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
